Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0051276,chromosome organization,19_GO:0009987 cellular process,-13,5.1,10,30284,511,346,30,8.7,1.5,472|545|1654|1736|3020|3326|4751|5347|6742|7272|8697|9131|9493|9631|9928|10051|10111|11004|22974|23137|23212|29127|29781|54433|55505|56652|79677|81930|146909|283489,ATM|ATR|DDX3X|DKC1|H3-3A|HSP90AB1|NEK2|PLK1|SSBP1|TTK|CDC23|AIFM1|KIF23|NUP155|KIF14|SMC4|RAD50|KIF2C|TPX2|SMC5|RRS1|RACGAP1|NCAPH2|GAR1|NOP10|TWNK|SMC6|KIF18A|KIF18B|CHAMP1,-9.7,MyList
GO Biological Processes,19,GO:0006403,RNA localization,19_GO:0051179 localization,-12,9,12,30284,185,346,19,5.5,1.2,472|545|1736|6950|8087|9631|9804|10128|10211|10575|10643|23225|24148|29890|51637|55505|65083|84248|91746,ATM|ATR|DKC1|TCP1|FXR1|NUP155|TOMM20|LRPPRC|FLOT1|CCT4|IGF2BP3|NUP210|PRPF6|RBM15B|RTRAF|NOP10|NOL6|FYTTD1|YTHDC1,-9.5,MyList
GO Cellular Components,20,GO:0030684,preribosome,,-12,12,13,30284,106,346,15,4.3,1.1,6191|6193|6217|6233|8602|23212|51077|51118|51388|55759|55813|65083|84135|88745|91582,RPS4X|RPS5|RPS16|RPS27A|NOP14|RRS1|FCF1|UTP11|NIP7|WDR12|UTP6|NOL6|UTP15|RRP36|RPS19BP1,-9,MyList
GO Cellular Components,20,GO:0031966,mitochondrial membrane,,-12,4,9.2,30284,784,346,36,10,1.6,34|498|506|1347|1373|1374|1468|2181|3030|3032|3313|3329|6233|6389|6472|7284|7417|8604|9131|9804|10131|10165|10989|25994|28998|29093|54927|55210|56652|80179|83858|92609|125988|132001|192111|221154,ACADM|ATP5F1A|ATP5F1B|COX7A2|CPS1|CPT1A|SLC25A10|ACSL3|HADHA|HADHB|HSPA9|HSPD1|RPS27A|SDHA|SHMT2|TUFM|VDAC2|SLC25A12|AIFM1|TOMM20|TRAP1|SLC25A13|IMMT|HIGD1A|MRPL13|MRPL22|CHCHD3|ATAD3A|TWNK|MYO19|ATAD3B|TIMM50|MICOS13|TAMM41|PGAM5|MICU2,-8.9,MyList
Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-12,5.2,9.8,30284,475,346,28,8.1,1.5,1454|3014|3020|3065|3326|4751|4998|5001|5347|5700|5709|6233|6790|7846|8340|8349|8697|9631|10051|10376|10383|11004|22974|22994|23133|23225|81930|126961,CSNK1E|H2AX|H3-3A|HDAC1|HSP90AB1|NEK2|ORC1|ORC5|PLK1|PSMC1|PSMD3|RPS27A|AURKA|TUBA1A|H2BC13|H2BC21|CDC23|NUP155|SMC4|TUBA1B|TUBB4B|KIF2C|TPX2|CEP131|PHF8|NUP210|KIF18A|H3C14,-8.9,MyList
CORUM,33,CORUM:1752,SMN complex,,-12,88,23,30284,6,346,6,1.7,0.7,8487|11218|25929|50628|79760|79833,GEMIN2|DDX20|GEMIN5|GEMIN4|GEMIN7|GEMIN6,-8.9,MyList
GO Cellular Components,20,GO:0019866,organelle inner membrane,,-11,4.7,9.5,30284,561,346,30,8.7,1.5,498|506|1347|1373|1468|3030|3032|3313|3329|3708|6389|6472|8604|9131|10128|10131|10165|10989|25994|28998|29093|54927|55210|56652|83858|92609|125988|132001|192111|221154,ATP5F1A|ATP5F1B|COX7A2|CPS1|SLC25A10|HADHA|HADHB|HSPA9|HSPD1|ITPR1|SDHA|SHMT2|SLC25A12|AIFM1|LRPPRC|TRAP1|SLC25A13|IMMT|HIGD1A|MRPL13|MRPL22|CHCHD3|ATAD3A|TWNK|ATAD3B|TIMM50|MICOS13|TAMM41|PGAM5|MICU2,-8.7,MyList
GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-11,4.5,9.3,30284,603,346,31,9,1.5,472|545|1072|3550|4751|4998|5347|6045|6790|7272|7846|8089|8697|9493|9928|10051|10111|10376|10383|10763|11004|22974|23133|23137|23212|29127|29781|55726|81930|146909|283489,ATM|ATR|CFL1|IK|NEK2|ORC1|PLK1|RNF2|AURKA|TTK|TUBA1A|YEATS4|CDC23|KIF23|KIF14|SMC4|RAD50|TUBA1B|TUBB4B|NES|KIF2C|TPX2|PHF8|SMC5|RRS1|RACGAP1|NCAPH2|INTS13|KIF18A|KIF18B|CHAMP1,-8.6,MyList
GO Cellular Components,20,GO:0000228,nuclear chromosome,,-11,7.4,11,30284,236,346,20,5.8,1.3,3014|3020|3065|3550|4751|4998|5001|5347|5931|6598|6839|10051|10111|10128|11177|23212|29781|55388|55929|65083,H2AX|H3-3A|HDAC1|IK|NEK2|ORC1|ORC5|PLK1|RBBP7|SMARCB1|SUV39H1|SMC4|RAD50|LRPPRC|BAZ1A|RRS1|NCAPH2|MCM10|DMAP1|NOL6,-8.6,MyList
CORUM,33,CORUM:351,Spliceosome,,-11,9.9,11,30284,141,346,16,4.6,1.1,1654|3550|4236|6625|8220|8449|9785|10643|11338|22938|24148|26986|55234|57703|64783|84811,DDX3X|IK|MFAP1|SNRNP70|ESS2|DHX16|DHX38|IGF2BP3|U2AF2|SNW1|PRPF6|PABPC1|SMU1|CWC22|RBM15|BUD13,-8.3,MyList
GO Cellular Components,20,GO:0005743,mitochondrial inner membrane,,-11,4.8,9.4,30284,506,346,28,8.1,1.5,498|506|1347|1373|1468|3030|3032|3313|3329|6389|6472|8604|9131|10131|10165|10989|25994|28998|29093|54927|55210|56652|83858|92609|125988|132001|192111|221154,ATP5F1A|ATP5F1B|COX7A2|CPS1|SLC25A10|HADHA|HADHB|HSPA9|HSPD1|SDHA|SHMT2|SLC25A12|AIFM1|TRAP1|SLC25A13|IMMT|HIGD1A|MRPL13|MRPL22|CHCHD3|ATAD3A|TWNK|ATAD3B|TIMM50|MICOS13|TAMM41|PGAM5|MICU2,-8.3,MyList
GO Cellular Components,20,GO:0071005,U2-type precatalytic spliceosome,,-11,19,14,30284,50,346,11,3.2,0.94,3550|4236|8449|10283|24148|51634|55234|57703|79753|84811|84950,IK|MFAP1|DHX16|CWC27|PRPF6|RBMX2|SMU1|CWC22|SNIP1|BUD13|PRPF38A,-8.3,MyList
GO Biological Processes,19,GO:0033044,regulation of chromosome organization,19_GO:0050789 regulation of biological process,-11,7.1,10,30284,246,346,20,5.8,1.3,472|545|1736|3020|3550|4751|5347|6598|6950|7203|7272|8697|10051|10111|10575|23137|29781|55719|64282|79677,ATM|ATR|DKC1|H3-3A|IK|NEK2|PLK1|SMARCB1|TCP1|CCT3|TTK|CDC23|SMC4|RAD50|CCT4|SMC5|NCAPH2|SLF2|TENT4B|SMC6,-8.3,MyList
GO Cellular Components,20,GO:0071011,precatalytic spliceosome,,-11,19,14,30284,52,346,11,3.2,0.94,3550|4236|8449|10283|24148|51634|55234|57703|79753|84811|84950,IK|MFAP1|DHX16|CWC27|PRPF6|RBMX2|SMU1|CWC22|SNIP1|BUD13|PRPF38A,-8.1,MyList
GO Cellular Components,20,GO:0034719,SMN-Sm protein complex,,-11,37,17,30284,19,346,8,2.3,0.81,6606|8487|11218|25929|50628|54960|79760|79833,SMN1|GEMIN2|DDX20|GEMIN5|GEMIN4|GEMIN8|GEMIN7|GEMIN6,-8,MyList
Reactome Gene Sets,6,R-HSA-9694516,SARS-CoV-2 Infection,,-11,6.8,10,30284,258,346,20,5.8,1.3,2197|3326|3716|6185|6191|6193|6204|6209|6217|6233|7284|8487|9631|11218|23225|25929|50628|54960|79760|79833,FAU|HSP90AB1|JAK1|RPN2|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|TUFM|GEMIN2|NUP155|DDX20|NUP210|GEMIN5|GEMIN4|GEMIN8|GEMIN7|GEMIN6,-7.9,MyList
Reactome Gene Sets,6,R-HSA-1852241,Organelle biogenesis and maintenance,,-11,6.8,10,30284,259,346,20,5.8,1.3,498|506|1454|3313|4751|5347|5563|6742|6950|7203|7846|10376|10383|10575|10989|22994|54927|56652|64216|125988,ATP5F1A|ATP5F1B|CSNK1E|HSPA9|NEK2|PLK1|PRKAA2|SSBP1|TCP1|CCT3|TUBA1A|TUBA1B|TUBB4B|CCT4|IMMT|CEP131|CHCHD3|TWNK|TFB2M|MICOS13,-7.9,MyList
GO Cellular Components,20,GO:0005819,spindle,,-10,5,9.1,30284,435,346,25,7.2,1.4,472|1452|1453|2648|3550|4751|4957|5347|6790|7272|9493|9928|10383|11004|22974|29127|51637|55689|55700|79649|79677|81930|146909|259266|283489,ATM|CSNK1A1|CSNK1D|KAT2A|IK|NEK2|ODF2|PLK1|AURKA|TTK|KIF23|KIF14|TUBB4B|KIF2C|TPX2|RACGAP1|RTRAF|YEATS2|MAP7D1|MAP7D3|SMC6|KIF18A|KIF18B|ASPM|CHAMP1,-7.6,MyList
Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,,-10,5.7,9.3,30284,340,346,22,6.4,1.3,2197|3065|3326|3716|5931|6185|6191|6193|6204|6209|6217|6233|7284|8487|9631|11218|23225|25929|50628|54960|79760|79833,FAU|HDAC1|HSP90AB1|JAK1|RBBP7|RPN2|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|TUFM|GEMIN2|NUP155|DDX20|NUP210|GEMIN5|GEMIN4|GEMIN8|GEMIN7|GEMIN6,-7.4,MyList
GO Biological Processes,19,GO:0000070,mitotic sister chromatid segregation,19_GO:0009987 cellular process,-10,9.2,11,30284,142,346,15,4.3,1.1,4751|5347|7272|8697|9493|9928|10051|11004|22974|23212|29127|29781|81930|146909|283489,NEK2|PLK1|TTK|CDC23|KIF23|KIF14|SMC4|KIF2C|TPX2|RRS1|RACGAP1|NCAPH2|KIF18A|KIF18B|CHAMP1,-7.3,MyList
GO Biological Processes,19,GO:0140588,chromatin looping,19_GO:0009987 cellular process,-10,8.4,10,30284,167,346,16,4.6,1.1,1654|8449|8653|9785|10111|11218|23137|54555|55719|56652|57062|57696|64794|79039|79665|79677,DDX3X|DHX16|DDX3Y|DHX38|RAD50|DDX20|SMC5|DDX49|SLF2|TWNK|DDX24|DDX55|DDX31|DDX54|DHX40|SMC6,-7.3,MyList
GO Cellular Components,20,GO:0016607,nuclear speck,,-10,5.1,9,30284,415,346,24,6.9,1.4,1452|3014|3550|5563|6625|9541|9646|10051|11338|22938|23137|23774|24148|29890|54883|55234|57703|64397|64783|79677|84248|91746|92609|140890,CSNK1A1|H2AX|IK|PRKAA2|SNRNP70|CIR1|CTR9|SMC4|U2AF2|SNW1|SMC5|BRD1|PRPF6|RBM15B|CWC25|SMU1|CWC22|ZNF106|RBM15|SMC6|FYTTD1|YTHDC1|TIMM50|SREK1,-7.3,MyList
GO Biological Processes,19,GO:0140014,mitotic nuclear division,19_GO:0009987 cellular process,-9.9,8.3,10,30284,168,346,16,4.6,1.1,4751|5347|6790|7272|8697|9493|9928|10051|11004|22974|23212|29127|29781|81930|146909|283489,NEK2|PLK1|AURKA|TTK|CDC23|KIF23|KIF14|SMC4|KIF2C|TPX2|RRS1|RACGAP1|NCAPH2|KIF18A|KIF18B|CHAMP1,-7.3,MyList
Reactome Gene Sets,6,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,,-9.9,11,11,30284,99,346,13,3.8,1,2648|3014|3020|3065|4641|5437|5931|7270|7913|8340|8349|9014|126961,KAT2A|H2AX|H3-3A|HDAC1|MYO1C|POLR2H|RBBP7|TTF1|DEK|H2BC13|H2BC21|TAF1B|H3C14,-7.3,MyList
GO Molecular Functions,21,GO:0051082,unfolded protein binding,,-9.9,10,11,30284,121,346,14,4,1.1,3301|3313|3326|3329|5478|6950|7203|9093|9804|10049|10131|10294|10383|10575,DNAJA1|HSPA9|HSP90AB1|HSPD1|PPIA|TCP1|CCT3|DNAJA3|TOMM20|DNAJB6|TRAP1|DNAJA2|TUBB4B|CCT4,-7.3,MyList
CORUM,33,CORUM:1143,SMN complex,,-9.8,41,17,30284,15,346,7,2,0.76,8487|11218|25929|50628|54960|79760|79833,GEMIN2|DDX20|GEMIN5|GEMIN4|GEMIN8|GEMIN7|GEMIN6,-7.2,MyList
GO Biological Processes,19,GO:0000819,sister chromatid segregation,19_GO:0009987 cellular process,-9.8,9,10,30284,146,346,15,4.3,1.1,4751|5347|7272|8697|9493|9928|10051|11004|22974|23212|29127|29781|81930|146909|283489,NEK2|PLK1|TTK|CDC23|KIF23|KIF14|SMC4|KIF2C|TPX2|RRS1|RACGAP1|NCAPH2|KIF18A|KIF18B|CHAMP1,-7.2,MyList
GO Biological Processes,19,GO:0140694,membraneless organelle assembly,19_GO:0009987 cellular process,-9.8,5.5,9.1,30284,352,346,22,6.4,1.3,71|550|708|1453|1654|2197|2314|4751|6135|6169|6193|6209|6790|8087|9493|22974|23212|29127|51388|51441|84154|259266,ACTG1|AUP1|C1QBP|CSNK1D|DDX3X|FAU|FLII|NEK2|RPL11|RPL38|RPS5|RPS15|AURKA|FXR1|KIF23|TPX2|RRS1|RACGAP1|NIP7|YTHDF2|RPF2|ASPM,-7.2,MyList
Reactome Gene Sets,6,R-HSA-68886,M Phase,,-9.8,5.4,9,30284,354,346,22,6.4,1.3,1454|3014|3020|4751|5347|5700|5709|6233|7846|8340|8349|8697|9631|10051|10376|10383|11004|22994|23133|23225|81930|126961,CSNK1E|H2AX|H3-3A|NEK2|PLK1|PSMC1|PSMD3|RPS27A|TUBA1A|H2BC13|H2BC21|CDC23|NUP155|SMC4|TUBA1B|TUBB4B|KIF2C|CEP131|PHF8|NUP210|KIF18A|H3C14,-7.2,MyList
CORUM,33,CORUM:1751,SMN complex,,-9.8,58,18,30284,9,346,6,1.7,0.7,8487|11218|25929|50628|79760|79833,GEMIN2|DDX20|GEMIN5|GEMIN4|GEMIN7|GEMIN6,-7.1,MyList
GO Biological Processes,19,GO:0033365,protein localization to organelle,19_GO:0051179 localization,-9.7,3.6,8.1,30284,794,346,33,9.5,1.6,545|550|1434|1453|1654|1736|3014|3301|3329|3550|3839|5347|5563|6135|6730|6790|7272|9131|9631|9804|10049|22994|23137|23212|55719|55726|81788|84154|92609|283489|286077|339829|727851,ATR|AUP1|CSE1L|CSNK1D|DDX3X|DKC1|H2AX|DNAJA1|HSPD1|IK|KPNA3|PLK1|PRKAA2|RPL11|SRP68|AURKA|TTK|AIFM1|NUP155|TOMM20|DNAJB6|CEP131|SMC5|RRS1|SLF2|INTS13|NUAK2|RPF2|TIMM50|CHAMP1|FAM83H|CCDC39|RGPD8,-7.1,MyList
Reactome Gene Sets,6,R-HSA-73854,RNA Polymerase I Promoter Clearance,,-9.7,11,11,30284,104,346,13,3.8,1,2648|3014|3020|3065|5437|5931|7270|7343|8340|8349|8932|9014|126961,KAT2A|H2AX|H3-3A|HDAC1|POLR2H|RBBP7|TTF1|UBTF|H2BC13|H2BC21|MBD2|TAF1B|H3C14,-7.1,MyList
Reactome Gene Sets,6,R-HSA-5633007,Regulation of TP53 Activity,,-9.6,9.6,10,30284,127,346,14,4,1.1,472|545|3065|5563|5931|6233|6790|7862|10111|11198|22974|23774|51616|253260,ATM|ATR|HDAC1|PRKAA2|RBBP7|RPS27A|AURKA|BRPF1|RAD50|SUPT16H|TPX2|BRD1|TAF9B|RICTOR,-7,MyList
GO Biological Processes,19,GO:0098813,nuclear chromosome segregation,19_GO:0009987 cellular process,-9.6,6.7,9.5,30284,234,346,18,5.2,1.2,472|4751|5347|6790|7272|8697|9493|9928|10051|11004|22974|23212|29127|29781|81930|146909|259266|283489,ATM|NEK2|PLK1|AURKA|TTK|CDC23|KIF23|KIF14|SMC4|KIF2C|TPX2|RRS1|RACGAP1|NCAPH2|KIF18A|KIF18B|ASPM|CHAMP1,-7,MyList
Reactome Gene Sets,6,R-HSA-73864,RNA Polymerase I Transcription,,-9.6,11,11,30284,106,346,13,3.8,1,2648|3014|3020|3065|5437|5931|7270|7343|8340|8349|8932|9014|126961,KAT2A|H2AX|H3-3A|HDAC1|POLR2H|RBBP7|TTF1|UBTF|H2BC13|H2BC21|MBD2|TAF1B|H3C14,-7,MyList
GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-9.4,5.5,8.9,30284,335,346,21,6.1,1.3,472|1453|1654|4751|5347|6790|7272|8697|9493|9928|10051|11004|22974|23137|23212|29127|29781|81930|146909|259266|283489,ATM|CSNK1D|DDX3X|NEK2|PLK1|AURKA|TTK|CDC23|KIF23|KIF14|SMC4|KIF2C|TPX2|SMC5|RRS1|RACGAP1|NCAPH2|KIF18A|KIF18B|ASPM|CHAMP1,-6.8,MyList
GO Biological Processes,19,GO:0000387,spliceosomal snRNP assembly,19_GO:0009987 cellular process,-9.4,17,12,30284,53,346,10,2.9,0.9,6606|8161|8487|11218|24148|25929|50628|54960|79760|79833,SMN1|COIL|GEMIN2|DDX20|PRPF6|GEMIN5|GEMIN4|GEMIN8|GEMIN7|GEMIN6,-6.8,MyList
GO Biological Processes,19,GO:0050684,regulation of mRNA processing,19_GO:0050789 regulation of biological process,-9.3,9.2,10,30284,133,346,14,4,1.1,708|1025|6625|11338|22938|27316|29890|29896|55234|57703|64783|79577|91746|494115,C1QBP|CDK9|SNRNP70|U2AF2|SNW1|RBMX|RBM15B|TRA2A|SMU1|CWC22|RBM15|CDC73|YTHDC1|RBMXL1,-6.8,MyList
GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-9.3,4.4,8.3,30284,523,346,26,7.5,1.4,472|545|1072|3550|4751|4998|5347|6790|7272|8697|9493|9928|10051|10111|10763|11004|22974|23133|23137|23212|29127|29781|55726|81930|146909|283489,ATM|ATR|CFL1|IK|NEK2|ORC1|PLK1|AURKA|TTK|CDC23|KIF23|KIF14|SMC4|RAD50|NES|KIF2C|TPX2|PHF8|SMC5|RRS1|RACGAP1|NCAPH2|INTS13|KIF18A|KIF18B|CHAMP1,-6.8,MyList
Reactome Gene Sets,6,R-HSA-212165,Epigenetic regulation of gene expression,,-9.3,6.1,9.1,30284,274,346,19,5.5,1.2,2648|3014|3020|3065|4641|5437|5931|6839|7270|7343|7913|8340|8349|8932|9014|55689|60481|126961|162967,KAT2A|H2AX|H3-3A|HDAC1|MYO1C|POLR2H|RBBP7|SUV39H1|TTF1|UBTF|DEK|H2BC13|H2BC21|MBD2|TAF1B|YEATS2|ELOVL5|H3C14|ZNF320,-6.8,MyList
Reactome Gene Sets,6,R-HSA-9837999,Mitochondrial protein degradation,,-9.2,11,11,30284,92,346,12,3.5,0.98,498|506|3313|3329|5160|5162|6472|6742|8801|9361|56652|221154,ATP5F1A|ATP5F1B|HSPA9|HSPD1|PDHA1|PDHB|SHMT2|SSBP1|SUCLG2|LONP1|TWNK|MICU2,-6.6,MyList
GO Molecular Functions,21,GO:0140713,histone chaperone activity,,-9.1,8,9.7,30284,164,346,15,4.3,1.1,1654|4673|8449|8653|9785|10111|11218|54555|56652|57062|57696|64794|79039|79665|144108,DDX3X|NAP1L1|DHX16|DDX3Y|DHX38|RAD50|DDX20|DDX49|TWNK|DDX24|DDX55|DDX31|DDX54|DHX40|SPTY2D1,-6.6,MyList
GO Cellular Components,20,GO:0032040,small-subunit processome,,-9.1,13,11,30284,74,346,11,3.2,0.94,6191|6193|6217|6233|8602|51077|51118|55813|65083|84135|91582,RPS4X|RPS5|RPS16|RPS27A|NOP14|FCF1|UTP11|UTP6|NOL6|UTP15|RPS19BP1,-6.6,MyList
GO Cellular Components,20,GO:0120114,Sm-like protein family complex,,-8.9,9.6,10,30284,119,346,13,3.8,1,6606|6625|8487|11218|24148|25929|50628|51634|54960|79753|79760|79833|84811,SMN1|SNRNP70|GEMIN2|DDX20|PRPF6|GEMIN5|GEMIN4|RBMX2|GEMIN8|SNIP1|GEMIN7|GEMIN6|BUD13,-6.4,MyList
Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-8.9,5.8,8.7,30284,289,346,19,5.5,1.2,472|545|1025|1347|3065|5431|5437|5563|5931|6233|6790|6924|7862|10111|11198|22974|23774|51616|253260,ATM|ATR|CDK9|COX7A2|HDAC1|POLR2B|POLR2H|PRKAA2|RBBP7|RPS27A|AURKA|ELOA|BRPF1|RAD50|SUPT16H|TPX2|BRD1|TAF9B|RICTOR,-6.4,MyList
KEGG Pathway,24,hsa04814,Motor proteins,,-8.9,7.1,9.2,30284,197,346,16,4.6,1.1,71|72|3801|4430|4641|4644|7846|9493|9928|10376|10383|10627|11004|80179|81930|146909,ACTG1|ACTG2|KIFC3|MYO1B|MYO1C|MYO5A|TUBA1A|KIF23|KIF14|TUBA1B|TUBB4B|MYL12A|KIF2C|MYO19|KIF18A|KIF18B,-6.4,MyList
GO Molecular Functions,21,GO:0003724,RNA helicase activity,,-8.9,13,11,30284,77,346,11,3.2,0.94,1654|8449|8653|9785|11218|54555|57062|57696|64794|79039|79665,DDX3X|DHX16|DDX3Y|DHX38|DDX20|DDX49|DDX24|DDX55|DDX31|DDX54|DHX40,-6.4,MyList
GO Biological Processes,19,GO:0006260,DNA replication,19_GO:0009987 cellular process,-8.9,7.1,9.2,30284,198,346,16,4.6,1.1,545|1025|4673|4998|5001|5931|6742|9093|10111|10293|11143|11177|11198|22944|55388|56652,ATR|CDK9|NAP1L1|ORC1|ORC5|RBBP7|SSBP1|DNAJA3|RAD50|TRAIP|KAT7|BAZ1A|SUPT16H|KIN|MCM10|TWNK,-6.4,MyList
GO Molecular Functions,21,GO:0003697,single-stranded DNA binding,,-8.8,9.4,10,30284,121,346,13,3.8,1,3329|5437|6742|9361|10051|10111|10128|10635|23137|54840|55388|56652|79677,HSPD1|POLR2H|SSBP1|LONP1|SMC4|RAD50|LRPPRC|RAD51AP1|SMC5|APTX|MCM10|TWNK|SMC6,-6.3,MyList
GO Molecular Functions,21,GO:0140098,"catalytic activity, acting on RNA",,-8.8,4.9,8.3,30284,397,346,22,6.4,1.3,1654|5431|5437|6894|8449|8653|9785|11218|22894|25840|25917|51067|54512|54555|57062|57570|57696|64216|64794|79039|79665|81875,DDX3X|POLR2B|POLR2H|TARBP1|DHX16|DDX3Y|DHX38|DDX20|DIS3|TMT1A|THUMPD3|YARS2|EXOSC4|DDX49|DDX24|TRMT5|DDX55|TFB2M|DDX31|DDX54|DHX40|ISG20L2,-6.3,MyList
GO Biological Processes,19,GO:0042255,ribosome assembly,19_GO:0009987 cellular process,-8.8,15,11,30284,60,346,10,2.9,0.9,708|1654|2197|6135|6169|6193|6209|23212|51388|84154,C1QBP|DDX3X|FAU|RPL11|RPL38|RPS5|RPS15|RRS1|NIP7|RPF2,-6.3,MyList
GO Molecular Functions,21,GO:0008186,"ATP-dependent activity, acting on RNA",,-8.8,12,11,30284,79,346,11,3.2,0.94,1654|8449|8653|9785|11218|54555|57062|57696|64794|79039|79665,DDX3X|DHX16|DDX3Y|DHX38|DDX20|DDX49|DDX24|DDX55|DDX31|DDX54|DHX40,-6.3,MyList
GO Cellular Components,20,GO:0000781,"chromosome, telomeric region",,-8.8,7.5,9.3,30284,174,346,15,4.3,1.1,472|545|3014|3020|4998|5001|5431|5931|10111|10635|23137|54433|55719|79577|79677,ATM|ATR|H2AX|H3-3A|ORC1|ORC5|POLR2B|RBBP7|RAD50|RAD51AP1|SMC5|GAR1|SLF2|CDC73|SMC6,-6.3,MyList
GO Cellular Components,20,GO:0000775,"chromosome, centromeric region",,-8.7,5.9,8.7,30284,265,346,18,5.2,1.2,1059|1452|3020|4751|5347|6598|6790|6839|7272|10051|11004|11143|11177|23137|55320|79677|81930|283489,CENPB|CSNK1A1|H3-3A|NEK2|PLK1|SMARCB1|AURKA|SUV39H1|TTK|SMC4|KIF2C|KAT7|BAZ1A|SMC5|MIS18BP1|SMC6|KIF18A|CHAMP1,-6.2,MyList
GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-8.7,3.5,7.6,30284,776,346,31,9,1.5,472|545|1654|2648|3014|3550|4751|4998|5347|6598|6790|7272|8558|8697|9493|9928|10051|10111|10635|11004|22974|22994|23137|29127|29781|51441|55719|79577|79677|79968|80179,ATM|ATR|DDX3X|KAT2A|H2AX|IK|NEK2|ORC1|PLK1|SMARCB1|AURKA|TTK|CDK10|CDC23|KIF23|KIF14|SMC4|RAD50|RAD51AP1|KIF2C|TPX2|CEP131|SMC5|RACGAP1|NCAPH2|YTHDF2|SLF2|CDC73|SMC6|WDR76|MYO19,-6.2,MyList
GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-8.7,4.2,7.9,30284,522,346,25,7.2,1.4,905|1072|1452|2773|4751|5347|6790|7846|8697|9493|9928|9937|10051|10376|11004|22974|23137|29127|51441|55320|55726|64282|146909|205564|259266,CCNT2|CFL1|CSNK1A1|GNAI3|NEK2|PLK1|AURKA|TUBA1A|CDC23|KIF23|KIF14|DCLRE1A|SMC4|TUBA1B|KIF2C|TPX2|SMC5|RACGAP1|YTHDF2|MIS18BP1|INTS13|TENT4B|KIF18B|SENP5|ASPM,-6.2,MyList
Reactome Gene Sets,6,R-HSA-194441,Metabolism of non-coding RNA,,-8.6,17,12,30284,46,346,9,2.6,0.86,8487|9631|11218|23225|25929|50628|54960|79760|79833,GEMIN2|NUP155|DDX20|NUP210|GEMIN5|GEMIN4|GEMIN8|GEMIN7|GEMIN6,-6.2,MyList
Reactome Gene Sets,6,R-HSA-191859,snRNP Assembly,,-8.6,17,12,30284,46,346,9,2.6,0.86,8487|9631|11218|23225|25929|50628|54960|79760|79833,GEMIN2|NUP155|DDX20|NUP210|GEMIN5|GEMIN4|GEMIN8|GEMIN7|GEMIN6,-6.2,MyList
GO Biological Processes,19,GO:2001252,positive regulation of chromosome organization,19_GO:0048518 positive regulation of biological process,-8.5,10,9.9,30284,105,346,12,3.5,0.98,472|545|1736|4751|6950|7203|10051|10111|10575|23137|29781|55719,ATM|ATR|DKC1|NEK2|TCP1|CCT3|SMC4|RAD50|CCT4|SMC5|NCAPH2|SLF2,-6,MyList
Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-8.4,3.8,7.6,30284,619,346,27,7.8,1.4,71|1072|1828|3014|3020|3326|3728|5347|6472|6709|7846|8340|8349|9824|9928|10093|10376|10383|10627|11004|23197|27316|29127|57473|80179|81930|126961,ACTG1|CFL1|DSG1|H2AX|H3-3A|HSP90AB1|JUP|PLK1|SHMT2|SPTAN1|TUBA1A|H2BC13|H2BC21|ARHGAP11A|KIF14|ARPC4|TUBA1B|TUBB4B|MYL12A|KIF2C|FAF2|RBMX|RACGAP1|ZNF512B|MYO19|KIF18A|H3C14,-6,MyList
GO Cellular Components,20,GO:0005840,ribosome,,-8.4,6.1,8.6,30284,244,346,17,4.9,1.2,1654|1938|2197|6135|6169|6191|6193|6204|6209|6217|6233|6730|8087|9100|10985|28998|29093,DDX3X|EEF2|FAU|RPL11|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|SRP68|FXR1|USP10|GCN1|MRPL13|MRPL22,-6,MyList
Reactome Gene Sets,6,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,,-8.4,9.8,9.8,30284,107,346,12,3.5,0.98,3014|3020|3065|5437|6839|7270|7343|8340|8349|8932|9014|126961,H2AX|H3-3A|HDAC1|POLR2H|SUV39H1|TTF1|UBTF|H2BC13|H2BC21|MBD2|TAF1B|H3C14,-6,MyList
